zip,sido,si,dong,ri,doseo,bunji,apt,address
210821,강원,강릉시,강동면,모전리,,,아파트,강원 강릉시 강동면 모전리
210822,강원,강릉시,강동면,산성우리,,,,강원 강릉시 강동면 산성우리
210821,강원,강릉시,강동면,상시동리,,,,강원 강릉시 강동면 상시동리
210822,강원,강릉시,강동면,심곡리,,,,강원 강릉시 강동면 심곡리
210824,강원,강릉시,강동면,안인리,,,,강원 강릉시 강동면 안인리
210824,강원,강릉시,강동면,안인진리,,,,강원 강릉시 강동면 안인진리
210821,강원,강릉시,강동면,언별리,,,,강원 강릉시 강동면 언별리
210824,강원,강릉시,강동면,임곡리,,,,강원 강릉시 강동면 임곡리
210824,강원,강릉시,강동면,정동진1리,,,,강원 강릉시 강동면 정동진1리
210822,강원,강릉시,강동면,정동진2리,,,,강원 강릉시 강동면 정동진2리
210822,강원,강릉시,강동면,정동진3리,,,,강원 강릉시 강동면 정동진3리
210824,강원,강릉시,강동면,정동진리,,,,강원 강릉시 강동면 정동진리
210823,강원,강릉시,강동면,하시동리,,,,강원 강릉시 강동면 하시동리
210820,강원,강릉시,강동면,,,,,강원 강릉시 강동면
210130,강원,강릉시,강문동,,,,,강원 강릉시 강문동
210791,강원,강릉시,견소동,,,,송정한신아파트 (101~105동),강원 강릉시 견소동 송정한신아파트 (101~105동)
210150,강원,강릉시,견소동,,,,,강원 강릉시 견소동
210795,강원,강릉시,견소동,,,,신도브래뉴아파트,강원 강릉시 견소동 신도브래뉴아파트
210003,강원,강릉시,교1동,,,,강릉우편집중국,강원 강릉시 교1동 강릉우편집중국
210751,강원,강릉시,교1동,,,,교동부영1단지아파트 (101~107동),강원 강릉시 교1동 교동부영1단지아파트 (101~107동)
210750,강원,강릉시,교1동,,,,교동부영3단지아파트 (301~304동),강원 강릉시 교1동 교동부영3단지아파트 (301~304동)
210758,강원,강릉시,교1동,,,,교동부영5단지아파트 (501~506동),강원 강릉시 교1동 교동부영5단지아파트 (501~506동)
210759,강원,강릉시,교1동,,,,교동부영2단지아파트 (201~204동),강원 강릉시 교1동 교동부영2단지아파트 (201~204동)
210755,강원,강릉시,교1동,,,,교동주공3단지아파트 (301~312동),강원 강릉시 교1동 교동주공3단지아파트 (301~312동)
210757,강원,강릉시,교1동,,,,하이빌현대아파트 (101~103동),강원 강릉시 교1동 하이빌현대아파트 (101~103동)
210756,강원,강릉시,교1동,,,,현대2차아파트,강원 강릉시 교1동 현대2차아파트
210101,강원,강릉시,교1동,,,,,강원 강릉시 교1동
210754,강원,강릉시,교1동,,,,교동주공2단지아파트 (201~208동),강원 강릉시 교1동 교동주공2단지아파트 (201~208동)
210753,강원,강릉시,교1동,,,,교동부영6단지아파트 (601~605동),강원 강릉시 교1동 교동부영6단지아파트 (601~605동)
210752,강원,강릉시,교1동,,,,교동주공1단지아파트 (101~114동),강원 강릉시 교1동 교동주공1단지아파트 (101~114동)
210923,강원,강릉시,교1동,,,655~710,,강원 강릉시 교1동 655~710
210923,강원,강릉시,교1동,,,715~720,,강원 강릉시 교1동 715~720
210923,강원,강릉시,교1동,,,725~786,,강원 강릉시 교1동 725~786
210924,강원,강릉시,교1동,,,1525~1600,,강원 강릉시 교1동 1525~1600
210924,강원,강릉시,교1동,,,1689~1911,,강원 강릉시 교1동 1689~1911
210924,강원,강릉시,교1동,,,1279~1519,,강원 강릉시 교1동 1279~1519
210923,강원,강릉시,교1동,,,815~906,,강원 강릉시 교1동 815~906
210924,강원,강릉시,교1동,,,908~1270,,강원 강릉시 교1동 908~1270
210951,강원,강릉시,교1동,,,1912~1920,,강원 강릉시 교1동 1912~1920
210770,강원,강릉시,교1동,,,,강릉교동롯데캐슬아파트 (101~104동),강원 강릉시 교1동 강릉교동롯데캐슬아파트 (101~104동)
210770,강원,강릉시,교1동,,,,강릉교동롯데캐슬아파트 (201~204동),강원 강릉시 교1동 강릉교동롯데캐슬아파트 (201~204동)
210920,강원,강릉시,교2동,,,1~242,,강원 강릉시 교2동 1~242
210921,강원,강릉시,교2동,,, 산1~164,,강원 강릉시 교2동 산1~164
210921,강원,강릉시,교2동,,,1520~1524,,강원 강릉시 교2동 1520~1524
210921,강원,강릉시,교2동,,,1271~1278,,강원 강릉시 교2동 1271~1278
210921,강원,강릉시,교2동,,,1601~1688,,강원 강릉시 교2동 1601~1688
210922,강원,강릉시,교2동,,,268~654,,강원 강릉시 교2동 268~654
210922,강원,강릉시,교2동,,,721~724,,강원 강릉시 교2동 721~724
210922,강원,강릉시,교2동,,,907,,강원 강릉시 교2동 907
210922,강원,강릉시,교2동,,,787~814,,강원 강릉시 교2동 787~814
210922,강원,강릉시,교2동,,,711~714,,강원 강릉시 교2동 711~714
210921,강원,강릉시,교2동,,,243~267,,강원 강릉시 교2동 243~267
210102,강원,강릉시,교2동,,,,,강원 강릉시 교2동
210768,강원,강릉시,교2동,,,,대림e-편한세상아파트 (101~104동),강원 강릉시 교2동 대림e-편한세상아파트 (101~104동)
210100,강원,강릉시,교동,,,,,강원 강릉시 교동
210811,강원,강릉시,구정면,구정리,,,,강원 강릉시 구정면 구정리
210812,강원,강릉시,구정면,금광리,,,,강원 강릉시 구정면 금광리
210813,강원,강릉시,구정면,덕현리,,,,강원 강릉시 구정면 덕현리
210812,강원,강릉시,구정면,어단리,,,,강원 강릉시 구정면 어단리
210811,강원,강릉시,구정면,여찬리,,,,강원 강릉시 구정면 여찬리
210814,강원,강릉시,구정면,제비리,,,,강원 강릉시 구정면 제비리
210811,강원,강릉시,구정면,학산리,,,,강원 강릉시 구정면 학산리
210810,강원,강릉시,구정면,,,,,강원 강릉시 구정면
210060,강원,강릉시,금학동,,,,,강원 강릉시 금학동
210360,강원,강릉시,난곡동,,,,,강원 강릉시 난곡동
210706,강원,강릉시,난곡동,,,,춘천지방법원강릉지원,강원 강릉시 난곡동 춘천지방법원강릉지원
210707,강원,강릉시,난곡동,,,,춘천지방검찰청강릉지청,강원 강릉시 난곡동 춘천지방검찰청강릉지청
210020,강원,강릉시,남문동,,,,,강원 강릉시 남문동
210300,강원,강릉시,남항진동,,,,,강원 강릉시 남항진동
210160,강원,강릉시,내곡동,,,,,강원 강릉시 내곡동
210773,강원,강릉시,내곡동,,,,삼익타워아파트,강원 강릉시 내곡동 삼익타워아파트
210771,강원,강릉시,내곡동,,,,내곡한라아파트,강원 강릉시 내곡동 내곡한라아파트
210772,강원,강릉시,내곡동,,,,주공아파트,강원 강릉시 내곡동 주공아파트
210773,강원,강릉시,내곡동,,,,삼익아파트,강원 강릉시 내곡동 삼익아파트
210772,강원,강릉시,내곡동,,,,현대아파트,강원 강릉시 내곡동 현대아파트
210701,강원,강릉시,내곡동,,,,관동대학교,강원 강릉시 내곡동 관동대학교
210925,강원,강릉시,내곡동,,,1~199,,강원 강릉시 내곡동 1~199
210927,강원,강릉시,내곡동,,,464~623,,강원 강릉시 내곡동 464~623
210926,강원,강릉시,내곡동,,,200~463,,강원 강릉시 내곡동 200~463
210926,강원,강릉시,내곡동,,, 산1~98,,강원 강릉시 내곡동 산1~98
210928,강원,강릉시,노암동,,,1~220,,강원 강릉시 노암동 1~220
210929,강원,강릉시,노암동,,,221~237,,강원 강릉시 노암동 221~237
210928,강원,강릉시,노암동,,,501~599,,강원 강릉시 노암동 501~599
210930,강원,강릉시,노암동,,,238~345,,강원 강릉시 노암동 238~345
210932,강원,강릉시,노암동,,,600~1000,,강원 강릉시 노암동 600~1000
210931,강원,강릉시,노암동,,,346~500,,강원 강릉시 노암동 346~500
210210,강원,강릉시,노암동,,,,,강원 강릉시 노암동
210784,강원,강릉시,노암동,,,,신화아파트,강원 강릉시 노암동 신화아파트
210783,강원,강릉시,노암동,,,,한라2차아파트 (101~201동),강원 강릉시 노암동 한라2차아파트 (101~201동)
210783,강원,강릉시,노암동,,,,한라1차아파트 (101~201동),강원 강릉시 노암동 한라1차아파트 (101~201동)
210785,강원,강릉시,노암동,,,,노암3차한라아파트 (101~105동),강원 강릉시 노암동 노암3차한라아파트 (101~105동)
210782,강원,강릉시,노암동,,,,남산현대아파트,강원 강릉시 노암동 남산현대아파트
210781,강원,강릉시,노암동,,,,주공아파트 (201~207동),강원 강릉시 노암동 주공아파트 (201~207동)
210708,강원,강릉시,노암동,,,,강릉교육지원청,강원 강릉시 노암동 강릉교육지원청
210775,강원,강릉시,노암동,,,,양우내안애아파트 (101~110동),강원 강릉시 노암동 양우내안애아파트 (101~110동)
210190,강원,강릉시,담산동,,,,,강원 강릉시 담산동
210340,강원,강릉시,대전동,,,,,강원 강릉시 대전동
210270,강원,강릉시,두산동,,,,,강원 강릉시 두산동
210030,강원,강릉시,명주동,,,,,강원 강릉시 명주동
210200,강원,강릉시,박월동,,,,,강원 강릉시 박월동
210290,강원,강릉시,병산동,,,,,강원 강릉시 병산동
210851,강원,강릉시,사천면,노동리,,,,강원 강릉시 사천면 노동리
210851,강원,강릉시,사천면,덕실리,,,,강원 강릉시 사천면 덕실리
210852,강원,강릉시,사천면,미노리,,,,강원 강릉시 사천면 미노리
210852,강원,강릉시,사천면,방동리,,,,강원 강릉시 사천면 방동리
210711,강원,강릉시,사천면,방동리,,,강릉아산병원,강원 강릉시 사천면 방동리 강릉아산병원
210851,강원,강릉시,사천면,사기막리,,,,강원 강릉시 사천면 사기막리
210853,강원,강릉시,사천면,사천진리,,,,강원 강릉시 사천면 사천진리
210852,강원,강릉시,사천면,산대월리,,,,강원 강릉시 사천면 산대월리
210851,강원,강릉시,사천면,석교리,,,,강원 강릉시 사천면 석교리
210853,강원,강릉시,사천면,판교리,,,,강원 강릉시 사천면 판교리
210853,강원,강릉시,사천면,하평리,,,,강원 강릉시 사천면 하평리
210850,강원,강릉시,사천면,,,,,강원 강릉시 사천면
210050,강원,강릉시,성남동,,,,,강원 강릉시 성남동
210040,강원,강릉시,성내동,,,,,강원 강릉시 성내동
210714,강원,강릉시,성내동,,,,빈폴타워,강원 강릉시 성내동 빈폴타워
210040,강원,강릉시,성내동,,,,강릉우체국,강원 강릉시 성내동 강릉우체국
210842,강원,강릉시,성산면,관음리,,,,강원 강릉시 성산면 관음리
210842,강원,강릉시,성산면,구산리,,,,강원 강릉시 성산면 구산리
210842,강원,강릉시,성산면,금산리,,,,강원 강릉시 성산면 금산리
210843,강원,강릉시,성산면,보광리,,,,강원 강릉시 성산면 보광리
210841,강원,강릉시,성산면,산북리,,,,강원 강릉시 성산면 산북리
210842,강원,강릉시,성산면,송암리,,,,강원 강릉시 성산면 송암리
210843,강원,강릉시,성산면,어흘리,,,,강원 강릉시 성산면 어흘리
210843,강원,강릉시,성산면,오봉리,,,,강원 강릉시 성산면 오봉리
210842,강원,강릉시,성산면,위촌리,,,,강원 강릉시 성산면 위촌리
210840,강원,강릉시,성산면,,,,,강원 강릉시 성산면
210713,강원,강릉시,송정동,,,,국민건강보험공단강릉지사,강원 강릉시 송정동 국민건강보험공단강릉지사
210140,강원,강릉시,송정동,,,,,강원 강릉시 송정동
210240,강원,강릉시,신석동,,,,,강원 강릉시 신석동
210380,강원,강릉시,안현동,,,,,강원 강릉시 안현동
210861,강원,강릉시,연곡면,동덕리,,,,강원 강릉시 연곡면 동덕리
210862,강원,강릉시,연곡면,방내리,,,,강원 강릉시 연곡면 방내리
210863,강원,강릉시,연곡면,삼산1리,,,,강원 강릉시 연곡면 삼산1리
210863,강원,강릉시,연곡면,삼산2리,,,,강원 강릉시 연곡면 삼산2리
210863,강원,강릉시,연곡면,삼산3리,,,,강원 강릉시 연곡면 삼산3리
210864,강원,강릉시,연곡면,삼산4리,,,,강원 강릉시 연곡면 삼산4리
210863,강원,강릉시,연곡면,삼산리,,,,강원 강릉시 연곡면 삼산리
210862,강원,강릉시,연곡면,송림리,,,,강원 강릉시 연곡면 송림리
210862,강원,강릉시,연곡면,신왕리,,,,강원 강릉시 연곡면 신왕리
210861,강원,강릉시,연곡면,영진리,,,,강원 강릉시 연곡면 영진리
210762,강원,강릉시,연곡면,영진리,,,연곡부영사랑으로2단지아파트 (201~205동),강원 강릉시 연곡면 영진리 연곡부영사랑으로2단지아파트 (201~205동)
210762,강원,강릉시,연곡면,영진리,,,연곡부영사랑으로1단지아파트 (101~102동),강원 강릉시 연곡면 영진리 연곡부영사랑으로1단지아파트 (101~102동)
210762,강원,강릉시,연곡면,영진리,,,연곡부영사랑으로3단지아파트 (301~306동),강원 강릉시 연곡면 영진리 연곡부영사랑으로3단지아파트 (301~306동)
210865,강원,강릉시,연곡면,유등리,,,,강원 강릉시 연곡면 유등리
210865,강원,강릉시,연곡면,퇴곡리,,,,강원 강릉시 연곡면 퇴곡리
210865,강원,강릉시,연곡면,행정리,,,,강원 강릉시 연곡면 행정리
210860,강원,강릉시,연곡면,,,,,강원 강릉시 연곡면
210831,강원,강릉시,옥계면,금진리,,,,강원 강릉시 옥계면 금진리
210832,강원,강릉시,옥계면,낙풍리,,,,강원 강릉시 옥계면 낙풍리
210833,강원,강릉시,옥계면,남양리,,,,강원 강릉시 옥계면 남양리
210833,강원,강릉시,옥계면,도직리,,,,강원 강릉시 옥계면 도직리
210832,강원,강릉시,옥계면,북동리,,,,강원 강릉시 옥계면 북동리
210834,강원,강릉시,옥계면,산계리,,,,강원 강릉시 옥계면 산계리
210831,강원,강릉시,옥계면,조산리,,,,강원 강릉시 옥계면 조산리
210833,강원,강릉시,옥계면,주수리,,,,강원 강릉시 옥계면 주수리
210833,강원,강릉시,옥계면,천남리,,,,강원 강릉시 옥계면 천남리
210834,강원,강릉시,옥계면,현내리,,,,강원 강릉시 옥계면 현내리
210830,강원,강릉시,옥계면,,,,,강원 강릉시 옥계면
210090,강원,강릉시,옥천동,,,,,강원 강릉시 옥천동
210709,강원,강릉시,옥천동,,,,교보빌딩,강원 강릉시 옥천동 교보빌딩
210710,강원,강릉시,옥천동,,,,대한생명빌딩,강원 강릉시 옥천동 대한생명빌딩
210712,강원,강릉시,옥천동,,,,삼성생명빌딩,강원 강릉시 옥천동 삼성생명빌딩
210933,강원,강릉시,옥천동,,,1~169,,강원 강릉시 옥천동 1~169
210933,강원,강릉시,옥천동,,,183~370,,강원 강릉시 옥천동 183~370
210934,강원,강릉시,옥천동,,,170~182,,강원 강릉시 옥천동 170~182
210776,강원,강릉시,옥천동,,,,씨네몰,강원 강릉시 옥천동 씨네몰
210934,강원,강릉시,옥천동,,,371~400,,강원 강릉시 옥천동 371~400
210914,강원,강릉시,왕산면,고단리,,,,강원 강릉시 왕산면 고단리
210913,강원,강릉시,왕산면,대기리,,,,강원 강릉시 왕산면 대기리
210911,강원,강릉시,왕산면,도마1리,,,,강원 강릉시 왕산면 도마1리
210912,강원,강릉시,왕산면,도마2리,,,,강원 강릉시 왕산면 도마2리
210911,강원,강릉시,왕산면,도마리,,,,강원 강릉시 왕산면 도마리
210912,강원,강릉시,왕산면,목계리,,,,강원 강릉시 왕산면 목계리
210914,강원,강릉시,왕산면,송현리,,,,강원 강릉시 왕산면 송현리
210911,강원,강릉시,왕산면,왕산리,,,,강원 강릉시 왕산면 왕산리
210910,강원,강릉시,왕산면,,,,,강원 강릉시 왕산면
210070,강원,강릉시,용강동,,,,,강원 강릉시 용강동
210390,강원,강릉시,운산동,,,,,강원 강릉시 운산동
210350,강원,강릉시,운정동,,,,,강원 강릉시 운정동
210230,강원,강릉시,월호평동,,,,,강원 강릉시 월호평동
210220,강원,강릉시,유산동,,,,,강원 강릉시 유산동
210310,강원,강릉시,유천동,,,,,강원 강릉시 유천동
210080,강원,강릉시,임당동,,,,,강원 강릉시 임당동
210715,강원,강릉시,임당동,,,,동아프라자,강원 강릉시 임당동 동아프라자
210250,강원,강릉시,입암동,,,,,강원 강릉시 입암동
210730,강원,강릉시,입암동,,,,주공아파트 (201~304동),강원 강릉시 입암동 주공아파트 (201~304동)
210730,강원,강릉시,입암동,,,,주공아파트 (601~620동),강원 강릉시 입암동 주공아파트 (601~620동)
210731,강원,강릉시,입암동,,,,주공아파트 (401~504동),강원 강릉시 입암동 주공아파트 (401~504동)
210733,강원,강릉시,입암동,,,,에버그린아파트,강원 강릉시 입암동 에버그린아파트
210735,강원,강릉시,입암동,,,,태평양아파트,강원 강릉시 입암동 태평양아파트
210738,강원,강릉시,입암동,,,,현대아파트,강원 강릉시 입암동 현대아파트
210793,강원,강릉시,입암동,,,,대우이안아파트,강원 강릉시 입암동 대우이안아파트
210735,강원,강릉시,입암동,,,,대인3차아파트,강원 강릉시 입암동 대인3차아파트
210733,강원,강릉시,입암동,,,,녹원아파트,강원 강릉시 입암동 녹원아파트
210935,강원,강릉시,입암동,,,1~442-1,,강원 강릉시 입암동 1~442-1
210937,강원,강릉시,입암동,,,443~600,,강원 강릉시 입암동 443~600
210938,강원,강릉시,입암동,,,601~708,,강원 강릉시 입암동 601~708
210938,강원,강릉시,입암동,,,710~899,,강원 강릉시 입암동 710~899
210936,강원,강릉시,입암동,,,709-1,,강원 강릉시 입암동 709-1
210741,강원,강릉시,입암동,,,,금호어울림아파트 (101~115동),강원 강릉시 입암동 금호어울림아파트 (101~115동)
210778,강원,강릉시,입암동,,,,입암1주공아파트 (101~114동),강원 강릉시 입암동 입암1주공아파트 (101~114동)
210180,강원,강릉시,장현동,,,,,강원 강릉시 장현동
210370,강원,강릉시,저동,,,,,강원 강릉시 저동
210740,강원,강릉시,저동,,,,저동현대아파트,강원 강릉시 저동 저동현대아파트
210803,강원,강릉시,주문진읍,교항10리,,,,강원 강릉시 주문진읍 교항10리
210804,강원,강릉시,주문진읍,교항11리,,,,강원 강릉시 주문진읍 교항11리
210804,강원,강릉시,주문진읍,교항12리,,,,강원 강릉시 주문진읍 교항12리
210804,강원,강릉시,주문진읍,교항13리,,,,강원 강릉시 주문진읍 교항13리
210804,강원,강릉시,주문진읍,교항14리,,,,강원 강릉시 주문진읍 교항14리
210801,강원,강릉시,주문진읍,교항1리,,,,강원 강릉시 주문진읍 교항1리
210801,강원,강릉시,주문진읍,교항2리,,,,강원 강릉시 주문진읍 교항2리
210801,강원,강릉시,주문진읍,교항3리,,,,강원 강릉시 주문진읍 교항3리
210802,강원,강릉시,주문진읍,교항4리,,,,강원 강릉시 주문진읍 교항4리
210802,강원,강릉시,주문진읍,교항5리,,,,강원 강릉시 주문진읍 교항5리
210802,강원,강릉시,주문진읍,교항6리,,,,강원 강릉시 주문진읍 교항6리
210802,강원,강릉시,주문진읍,교항7리,,,,강원 강릉시 주문진읍 교항7리
210803,강원,강릉시,주문진읍,교항8리,,,,강원 강릉시 주문진읍 교항8리
210803,강원,강릉시,주문진읍,교항9리,,,,강원 강릉시 주문진읍 교항9리
210801,강원,강릉시,주문진읍,교항리,,,,강원 강릉시 주문진읍 교항리
210761,강원,강릉시,주문진읍,교항리,,,우신그린피아아파트 (101~108동),강원 강릉시 주문진읍 교항리 우신그린피아아파트 (101~108동)
210805,강원,강릉시,주문진읍,삼교리,,,,강원 강릉시 주문진읍 삼교리
210805,강원,강릉시,주문진읍,장덕리,,,,강원 강릉시 주문진읍 장덕리
210809,강원,강릉시,주문진읍,주문10리,,,,강원 강릉시 주문진읍 주문10리
210809,강원,강릉시,주문진읍,주문11리,,,,강원 강릉시 주문진읍 주문11리
210809,강원,강릉시,주문진읍,주문12리,,,,강원 강릉시 주문진읍 주문12리
210806,강원,강릉시,주문진읍,주문1리,,,,강원 강릉시 주문진읍 주문1리
210806,강원,강릉시,주문진읍,주문2리,,,,강원 강릉시 주문진읍 주문2리
210806,강원,강릉시,주문진읍,주문3리,,,,강원 강릉시 주문진읍 주문3리
210806,강원,강릉시,주문진읍,주문4리,,,,강원 강릉시 주문진읍 주문4리
210807,강원,강릉시,주문진읍,주문5리,,,,강원 강릉시 주문진읍 주문5리
210807,강원,강릉시,주문진읍,주문6리,,,,강원 강릉시 주문진읍 주문6리
210808,강원,강릉시,주문진읍,주문7리,,,,강원 강릉시 주문진읍 주문7리
210808,강원,강릉시,주문진읍,주문8리,,,,강원 강릉시 주문진읍 주문8리
210808,강원,강릉시,주문진읍,주문9리,,,,강원 강릉시 주문진읍 주문9리
210806,강원,강릉시,주문진읍,주문리,,,,강원 강릉시 주문진읍 주문리
210808,강원,강릉시,주문진읍,향호리,,,,강원 강릉시 주문진읍 향호리
210800,강원,강릉시,주문진읍,,,,,강원 강릉시 주문진읍
210330,강원,강릉시,죽헌동,,,,,강원 강릉시 죽헌동
210320,강원,강릉시,지변동,,,,,강원 강릉시 지변동
210702,강원,강릉시,지변동,,,,강릉원주대학교,강원 강릉시 지변동 강릉원주대학교
210260,강원,강릉시,청량동,,,,,강원 강릉시 청량동
210745,강원,강릉시,초당동,,,,초당동부아파트 (101~102동),강원 강릉시 초당동 초당동부아파트 (101~102동)
210745,강원,강릉시,초당동,,,,초당우성아파트 (101~105동),강원 강릉시 초당동 초당우성아파트 (101~105동)
210747,강원,강릉시,초당동,,,,현대아파트,강원 강릉시 초당동 현대아파트
210120,강원,강릉시,초당동,,,,,강원 강릉시 초당동
210747,강원,강릉시,초당동,,,,이화해변아파트,강원 강릉시 초당동 이화해변아파트
210746,강원,강릉시,초당동,,,,유화1차아파트,강원 강릉시 초당동 유화1차아파트
210746,강원,강릉시,초당동,,,,유화3차아파트,강원 강릉시 초당동 유화3차아파트
210746,강원,강릉시,초당동,,,,유화2차아파트,강원 강릉시 초당동 유화2차아파트
210958,강원,강릉시,포남1동,,,1240~1243,,강원 강릉시 포남1동 1240~1243
210954,강원,강릉시,포남1동,,,1092~1117,,강원 강릉시 포남1동 1092~1117
210955,강원,강릉시,포남1동,,,1146~1165,,강원 강릉시 포남1동 1146~1165
210956,강원,강릉시,포남1동,,,1138~1145,,강원 강릉시 포남1동 1138~1145
210944,강원,강릉시,포남1동,,,704~891,,강원 강릉시 포남1동 704~891
210955,강원,강릉시,포남1동,,,1118~1137,,강원 강릉시 포남1동 1118~1137
210704,강원,강릉시,포남1동,,,,강릉경찰서,강원 강릉시 포남1동 강릉경찰서
210732,강원,강릉시,포남1동,,,,동남아파트,강원 강릉시 포남1동 동남아파트
210732,강원,강릉시,포남1동,,,,삼우골든아파트,강원 강릉시 포남1동 삼우골든아파트
210111,강원,강릉시,포남1동,,,,,강원 강릉시 포남1동
210954,강원,강릉시,포남1동,,,554~559-1,,강원 강릉시 포남1동 554~559-1
210954,강원,강릉시,포남1동,,,646~693,,강원 강릉시 포남1동 646~693
210956,강원,강릉시,포남1동,,,892~931,,강원 강릉시 포남1동 892~931
210956,강원,강릉시,포남1동,,,999~1005,,강원 강릉시 포남1동 999~1005
210946,강원,강릉시,포남1동,,,1257~1287,,강원 강릉시 포남1동 1257~1287
210958,강원,강릉시,포남1동,,,1225~1227,,강원 강릉시 포남1동 1225~1227
210956,강원,강릉시,포남1동,,,994~996,,강원 강릉시 포남1동 994~996
210944,강원,강릉시,포남1동,,,1037~1054,,강원 강릉시 포남1동 1037~1054
210953,강원,강릉시,포남1동,,,1166~1197,,강원 강릉시 포남1동 1166~1197
210954,강원,강릉시,포남1동,,,1231~1239,,강원 강릉시 포남1동 1231~1239
210939,강원,강릉시,포남2동,,,1244~1256,,강원 강릉시 포남2동 1244~1256
210945,강원,강릉시,포남2동,,,997~998,,강원 강릉시 포남2동 997~998
210957,강원,강릉시,포남2동,,,932~993,,강원 강릉시 포남2동 932~993
210954,강원,강릉시,포남2동,,,694~703,,강원 강릉시 포남2동 694~703
210954,강원,강릉시,포남2동,,,612~645,,강원 강릉시 포남2동 612~645
210940,강원,강릉시,포남2동,,,1006~1017,,강원 강릉시 포남2동 1006~1017
210954,강원,강릉시,포남2동,,,1087~1091,,강원 강릉시 포남2동 1087~1091
210957,강원,강릉시,포남2동,,, 산3~248,,강원 강릉시 포남2동 산3~248
210953,강원,강릉시,포남2동,,,1312~1322,,강원 강릉시 포남2동 1312~1322
210940,강원,강릉시,포남2동,,,1036,,강원 강릉시 포남2동 1036
210957,강원,강릉시,포남2동,,,160~475,,강원 강릉시 포남2동 160~475
210957,강원,강릉시,포남2동,,,511~553,,강원 강릉시 포남2동 511~553
210705,강원,강릉시,포남2동,,,,KT강릉지사,강원 강릉시 포남2동 KT강릉지사
210734,강원,강릉시,포남2동,,,,포남1주공아파트,강원 강릉시 포남2동 포남1주공아파트
210736,강원,강릉시,포남2동,,,,일송아파트,강원 강릉시 포남2동 일송아파트
210112,강원,강릉시,포남2동,,,,,강원 강릉시 포남2동
210737,강원,강릉시,포남2동,,,,청송아파트,강원 강릉시 포남2동 청송아파트
210737,강원,강릉시,포남2동,,,,송정주공아파트,강원 강릉시 포남2동 송정주공아파트
210734,강원,강릉시,포남2동,,,,포남영진아파트,강원 강릉시 포남2동 포남영진아파트
210957,강원,강릉시,포남2동,,,559-2~611,,강원 강릉시 포남2동 559-2~611
210952,강원,강릉시,포남2동,,,1055~1062,,강원 강릉시 포남2동 1055~1062
210957,강원,강릉시,포남2동,,,1063~1086,,강원 강릉시 포남2동 1063~1086
210953,강원,강릉시,포남2동,,,1288~1295,,강원 강릉시 포남2동 1288~1295
210952,강원,강릉시,포남2동,,,1296~1311,,강원 강릉시 포남2동 1296~1311
210957,강원,강릉시,포남2동,,,1~154,,강원 강릉시 포남2동 1~154
210939,강원,강릉시,포남2동,,,1198~1224,,강원 강릉시 포남2동 1198~1224
210939,강원,강릉시,포남2동,,,1228~1230,,강원 강릉시 포남2동 1228~1230
210110,강원,강릉시,포남동,,,,,강원 강릉시 포남동
210280,강원,강릉시,학동,,,,,강원 강릉시 학동
210899,강원,강릉시,학동,,,334-1~334-27,사서함,강원 강릉시 학동 사서함 334-1~334-27
210010,강원,강릉시,홍제동,,,,,강원 강릉시 홍제동
210703,강원,강릉시,홍제동,,,,강릉시청,강원 강릉시 홍제동 강릉시청
210792,강원,강릉시,홍제동,,,,강릉영동대학,강원 강릉시 홍제동 강릉영동대학
210948,강원,강릉시,홍제동,,,1~270,,강원 강릉시 홍제동 1~270
210949,강원,강릉시,홍제동,,,271~1300,,강원 강릉시 홍제동 271~1300
210722,강원,강릉시,홍제동,,,,힐스테이트아파트 (101~107동),강원 강릉시 홍제동 힐스테이트아파트 (101~107동)
210721,강원,강릉시,홍제동,,,,푸르지오아파트 (101~106동),강원 강릉시 홍제동 푸르지오아파트 (101~106동)
210774,강원,강릉시,회산동,,,,회산주공아파트 (101~106동),강원 강릉시 회산동 회산주공아파트 (101~106동)
210170,강원,강릉시,회산동,,,,,강원 강릉시 회산동
210600,강원,강릉시,,,,,강릉우체국사서함,강원 강릉시 강릉우체국사서함 
219801,강원,고성군,간성읍,간촌리,,,,강원 고성군 간성읍 간촌리
219802,강원,고성군,간성읍,광산리,,,,강원 고성군 간성읍 광산리
219839,강원,고성군,간성읍,광산리,,71-28,사서함,강원 고성군 간성읍 광산리 사서함 71-28
219839,강원,고성군,간성읍,교동리,,Nov-71,사서함,강원 고성군 간성읍 교동리 사서함 71-11
219801,강원,고성군,간성읍,교동리,,,,강원 고성군 간성읍 교동리
219803,강원,고성군,간성읍,금수리,,,,강원 고성군 간성읍 금수리
219803,강원,고성군,간성읍,동호리,,,,강원 고성군 간성읍 동호리
219839,강원,고성군,간성읍,동호리,,71-13,사서함,강원 고성군 간성읍 동호리 사서함 71-13
219803,강원,고성군,간성읍,봉호리,,,,강원 고성군 간성읍 봉호리
219801,강원,고성군,간성읍,상리,,,,강원 고성군 간성읍 상리
219700,강원,고성군,간성읍,신안리,,,삼익아파트 (101~108동),강원 고성군 간성읍 신안리 삼익아파트 (101~108동)
219803,강원,고성군,간성읍,신안리,,,,강원 고성군 간성읍 신안리
219801,강원,고성군,간성읍,어천리,,,,강원 고성군 간성읍 어천리
219802,강원,고성군,간성읍,장신리,,,,강원 고성군 간성읍 장신리
219839,강원,고성군,간성읍,장신리,,71-15,사서함,강원 고성군 간성읍 장신리 사서함 71-15
