zip,sido,si,dong,ri,doseo,bunji,apt,address
626851,경남,양산시,상북면,내석리,,,,경남 양산시 상북면 내석리
626782,경남,양산시,상북면,대석리,,,일양아파트,경남 양산시 상북면 대석리 일양아파트
626853,경남,양산시,상북면,대석리,,600~900,,경남 양산시 상북면 대석리 600~900
626852,경남,양산시,상북면,대석리,,1~599,,경남 양산시 상북면 대석리 1~599
626796,경남,양산시,상북면,대석리,,,휴먼시아아파트 (101~110동),경남 양산시 상북면 대석리 휴먼시아아파트 (101~110동)
626851,경남,양산시,상북면,상삼리,,,,경남 양산시 상북면 상삼리
626783,경남,양산시,상북면,석계리,,,진일아파트 (101~202동),경남 양산시 상북면 석계리 진일아파트 (101~202동)
626854,경남,양산시,상북면,석계리,,,,경남 양산시 상북면 석계리
626855,경남,양산시,상북면,소석리,,,,경남 양산시 상북면 소석리
626784,경남,양산시,상북면,소토리,,,대우마리나아파트,경남 양산시 상북면 소토리 대우마리나아파트
626856,경남,양산시,상북면,소토리,,,,경남 양산시 상북면 소토리
626851,경남,양산시,상북면,신전리,,,,경남 양산시 상북면 신전리
626851,경남,양산시,상북면,외석리,,,,경남 양산시 상북면 외석리
626851,경남,양산시,상북면,좌삼리,,,,경남 양산시 상북면 좌삼리
626850,경남,양산시,상북면,,,,,경남 양산시 상북면
626280,경남,양산시,소주동,,,,,경남 양산시 소주동
626781,경남,양산시,소주동,,,,천성리버타운아파트 (101~126동),경남 양산시 소주동 천성리버타운아파트 (101~126동)
626705,경남,양산시,소주동,,,,대동아파트 (101~107동),경남 양산시 소주동 대동아파트 (101~107동)
626731,경남,양산시,소주동,,,,새진흥4차아파트 (가~자동),경남 양산시 소주동 새진흥4차아파트 (가~자동)
626130,경남,양산시,신기동,,,,,경남 양산시 신기동
626130,경남,양산시,신기동,,,,양산우체국,경남 양산시 신기동 양산우체국
626754,경남,양산시,신기동,,,,한마음아파트,경남 양산시 신기동 한마음아파트
626753,경남,양산시,신기동,,,,주공아파트,경남 양산시 신기동 주공아파트
626220,경남,양산시,어곡동,,,,,경남 양산시 어곡동
626768,경남,양산시,어곡동,,,,경남외국어고등학교,경남 양산시 어곡동 경남외국어고등학교
626769,경남,양산시,어곡동,,,,성신아파트,경남 양산시 어곡동 성신아파트
626769,경남,양산시,어곡동,,,,삼성파크빌아파트 (1~5동),경남 양산시 어곡동 삼성파크빌아파트 (1~5동)
626290,경남,양산시,용당동,,,,,경남 양산시 용당동
626831,경남,양산시,원동면,내포리,,1~1000,,경남 양산시 원동면 내포리 1~1000
626832,경남,양산시,원동면,내포리,,1001~1500,,경남 양산시 원동면 내포리 1001~1500
626833,경남,양산시,원동면,대리,,,,경남 양산시 원동면 대리
626834,경남,양산시,원동면,서룡리,,,,경남 양산시 원동면 서룡리
626833,경남,양산시,원동면,선리,,,,경남 양산시 원동면 선리
626833,경남,양산시,원동면,영포리,,,,경남 양산시 원동면 영포리
626835,경남,양산시,원동면,용당리,,,,경남 양산시 원동면 용당리
626835,경남,양산시,원동면,원리,,,,경남 양산시 원동면 원리
626834,경남,양산시,원동면,화제리,,,,경남 양산시 원동면 화제리
626830,경남,양산시,원동면,,,,,경남 양산시 원동면
626230,경남,양산시,유산동,,,,,경남 양산시 유산동
626300,경남,양산시,주남동,,,,,경남 양산시 주남동
626790,경남,양산시,주남동,,,,영산대학교양산캠퍼스,경남 양산시 주남동 영산대학교양산캠퍼스
626729,경남,양산시,주남동,,,,신원아침도시아파트 (101~109동),경남 양산시 주남동 신원아침도시아파트 (101~109동)
626310,경남,양산시,주진동,,,,,경남 양산시 주진동
626050,경남,양산시,중부동,,,,,경남 양산시 중부동
626760,경남,양산시,중부동,,,,현대아파트,경남 양산시 중부동 현대아파트
626759,경남,양산시,중부동,,,,주공아파트3단지 (301~313동),경남 양산시 중부동 주공아파트3단지 (301~313동)
626771,경남,양산시,중부동,,,,국민건강보험공단,경남 양산시 중부동 국민건강보험공단
626772,경남,양산시,중부동,,,,주공아파트4단지 (401~415동),경남 양산시 중부동 주공아파트4단지 (401~415동)
626758,경남,양산시,중부동,,,,대동아파트,경남 양산시 중부동 대동아파트
626755,경남,양산시,평산동,,,,경보3차아파트 (301~304동),경남 양산시 평산동 경보3차아파트 (301~304동)
626755,경남,양산시,평산동,,,,경보4차아파트 (401동),경남 양산시 평산동 경보4차아파트 (401동)
626757,경남,양산시,평산동,,,,태원아파트 (101~107동),경남 양산시 평산동 태원아파트 (101~107동)
626756,경남,양산시,평산동,,,,봉우아파트 (201~209동),경남 양산시 평산동 봉우아파트 (201~209동)
626755,경남,양산시,평산동,,,,경보2차아파트 (201~204동),경남 양산시 평산동 경보2차아파트 (201~204동)
626849,경남,양산시,평산동,,,701~1198,,경남 양산시 평산동 701~1198
626848,경남,양산시,평산동,,,1~700,,경남 양산시 평산동 1~700
626736,경남,양산시,평산동,,,,코아루아파트 (101~110동),경남 양산시 평산동 코아루아파트 (101~110동)
626728,경남,양산시,평산동,,,,한일유앤아이아파트 (101~118동),경남 양산시 평산동 한일유앤아이아파트 (101~118동)
626716,경남,양산시,평산동,,,,선우2차아파트 (201~204동),경남 양산시 평산동 선우2차아파트 (201~204동)
626719,경남,양산시,평산동,,,,선우5차아파트 (501~503동),경남 양산시 평산동 선우5차아파트 (501~503동)
626320,경남,양산시,평산동,,,,,경남 양산시 평산동
626718,경남,양산시,평산동,,,,선우4차아파트 (401~406동),경남 양산시 평산동 선우4차아파트 (401~406동)
626732,경남,양산시,평산동,,,,새진흥5차아파트 (101~105동),경남 양산시 평산동 새진흥5차아파트 (101~105동)
626732,경남,양산시,평산동,,,,새진흥6차아파트 (106동),경남 양산시 평산동 새진흥6차아파트 (106동)
626732,경남,양산시,평산동,,,,새진흥7차아파트 (201~205동),경남 양산시 평산동 새진흥7차아파트 (201~205동)
626732,경남,양산시,평산동,,,,새진흥8차아파트 (301~304동),경남 양산시 평산동 새진흥8차아파트 (301~304동)
626720,경남,양산시,평산동,,,,삼성명가아파트 (101~107동),경남 양산시 평산동 삼성명가아파트 (101~107동)
626720,경남,양산시,평산동,,,,삼성명가아파트 (201~203동),경남 양산시 평산동 삼성명가아파트 (201~203동)
626716,경남,양산시,평산동,,,,선우3차아파트 (301동),경남 양산시 평산동 선우3차아파트 (301동)
626707,경남,양산시,평산동,,,,동일스위트1차아파트 (101~106동),경남 양산시 평산동 동일스위트1차아파트 (101~106동)
626861,경남,양산시,하북면,답곡리,,,,경남 양산시 하북면 답곡리
626862,경남,양산시,하북면,백록리,,,,경남 양산시 하북면 백록리
626862,경남,양산시,하북면,삼감리,,,,경남 양산시 하북면 삼감리
626861,경남,양산시,하북면,삼수리,,,,경남 양산시 하북면 삼수리
626863,경남,양산시,하북면,순지리,,,,경남 양산시 하북면 순지리
626862,경남,양산시,하북면,용연리,,,,경남 양산시 하북면 용연리
626861,경남,양산시,하북면,지산리,,,,경남 양산시 하북면 지산리
626861,경남,양산시,하북면,초산리,,,,경남 양산시 하북면 초산리
626860,경남,양산시,하북면,,,,,경남 양산시 하북면
626140,경남,양산시,호계동,,,,,경남 양산시 호계동
626600,경남,양산시,,,,,양산우체국사서함,경남 양산시 양산우체국사서함 
636821,경남,의령군,가례면,가례리,,,,경남 의령군 가례면 가례리
636822,경남,의령군,가례면,갑을리,,,,경남 의령군 가례면 갑을리
636822,경남,의령군,가례면,개승리,,,,경남 의령군 가례면 개승리
636822,경남,의령군,가례면,괴진리,,,,경남 의령군 가례면 괴진리
636821,경남,의령군,가례면,대천리,,,,경남 의령군 가례면 대천리
636821,경남,의령군,가례면,봉두리,,,,경남 의령군 가례면 봉두리
636822,경남,의령군,가례면,수성리,,,,경남 의령군 가례면 수성리
636822,경남,의령군,가례면,양성리,,,,경남 의령군 가례면 양성리
636821,경남,의령군,가례면,운암리,,,,경남 의령군 가례면 운암리
636820,경남,의령군,가례면,,,,,경남 의령군 가례면
636941,경남,의령군,궁류면,계현리,,,,경남 의령군 궁류면 계현리
636941,경남,의령군,궁류면,다현리,,,,경남 의령군 궁류면 다현리
636942,경남,의령군,궁류면,벽계리,,,,경남 의령군 궁류면 벽계리
636941,경남,의령군,궁류면,압곡리,,,,경남 의령군 궁류면 압곡리
636942,경남,의령군,궁류면,운계리,,,,경남 의령군 궁류면 운계리
636941,경남,의령군,궁류면,토곡리,,,,경남 의령군 궁류면 토곡리
636942,경남,의령군,궁류면,평촌리,,,,경남 의령군 궁류면 평촌리
636940,경남,의령군,궁류면,,,,,경남 의령군 궁류면
636971,경남,의령군,낙서면,내제리,,,,경남 의령군 낙서면 내제리
636971,경남,의령군,낙서면,아근리,,,,경남 의령군 낙서면 아근리
636972,경남,의령군,낙서면,여의리,,,,경남 의령군 낙서면 여의리
636972,경남,의령군,낙서면,율산리,,,,경남 의령군 낙서면 율산리
636971,경남,의령군,낙서면,전화리,,,,경남 의령군 낙서면 전화리
636972,경남,의령군,낙서면,정곡리,,,,경남 의령군 낙서면 정곡리
636970,경남,의령군,낙서면,,,,,경남 의령군 낙서면
636841,경남,의령군,대의면,다사리,,,,경남 의령군 대의면 다사리
636842,경남,의령군,대의면,마쌍리,,,,경남 의령군 대의면 마쌍리
636842,경남,의령군,대의면,신전리,,,,경남 의령군 대의면 신전리
636841,경남,의령군,대의면,심지리,,,,경남 의령군 대의면 심지리
636842,경남,의령군,대의면,중촌리,,,,경남 의령군 대의면 중촌리
636841,경남,의령군,대의면,천곡리,,,,경남 의령군 대의면 천곡리
636841,경남,의령군,대의면,추산리,,,,경남 의령군 대의면 추산리
636842,경남,의령군,대의면,하촌리,,,,경남 의령군 대의면 하촌리
636842,경남,의령군,대의면,행정리,,,,경남 의령군 대의면 행정리
636840,경남,의령군,대의면,,,,,경남 의령군 대의면
636951,경남,의령군,봉수면,삼가리,,,,경남 의령군 봉수면 삼가리
636951,경남,의령군,봉수면,서득리,,,,경남 의령군 봉수면 서득리
636952,경남,의령군,봉수면,서암리,,,,경남 의령군 봉수면 서암리
636952,경남,의령군,봉수면,신현리,,,,경남 의령군 봉수면 신현리
636951,경남,의령군,봉수면,죽전리,,,,경남 의령군 봉수면 죽전리
636951,경남,의령군,봉수면,천락리,,,,경남 의령군 봉수면 천락리
636952,경남,의령군,봉수면,청계리,,,,경남 의령군 봉수면 청계리
636950,경남,의령군,봉수면,,,,,경남 의령군 봉수면
636961,경남,의령군,부림면,감암리,,,,경남 의령군 부림면 감암리
636962,경남,의령군,부림면,경산리,,,,경남 의령군 부림면 경산리
636963,경남,의령군,부림면,권혜리,,,,경남 의령군 부림면 권혜리
636962,경남,의령군,부림면,단원리,,,,경남 의령군 부림면 단원리
636961,경남,의령군,부림면,대곡리,,,,경남 의령군 부림면 대곡리
636962,경남,의령군,부림면,막곡리,,,,경남 의령군 부림면 막곡리
636963,경남,의령군,부림면,묵방리,,,,경남 의령군 부림면 묵방리
636961,경남,의령군,부림면,손오리,,,,경남 의령군 부림면 손오리
636964,경남,의령군,부림면,신반리,,,,경남 의령군 부림면 신반리
636961,경남,의령군,부림면,여배리,,,,경남 의령군 부림면 여배리
636961,경남,의령군,부림면,익구리,,,,경남 의령군 부림면 익구리
636962,경남,의령군,부림면,입산리,,,,경남 의령군 부림면 입산리
636960,경남,의령군,부림면,,,,,경남 의령군 부림면
636911,경남,의령군,용덕면,가락리,,,,경남 의령군 용덕면 가락리
636911,경남,의령군,용덕면,가미리,,,,경남 의령군 용덕면 가미리
636911,경남,의령군,용덕면,교암리,,,,경남 의령군 용덕면 교암리
636912,경남,의령군,용덕면,소상리,,,,경남 의령군 용덕면 소상리
636911,경남,의령군,용덕면,신촌리,,,,경남 의령군 용덕면 신촌리
636912,경남,의령군,용덕면,연리,,,,경남 의령군 용덕면 연리
636911,경남,의령군,용덕면,와요리,,,,경남 의령군 용덕면 와요리
636912,경남,의령군,용덕면,용소리,,,,경남 의령군 용덕면 용소리
636912,경남,의령군,용덕면,운곡리,,,,경남 의령군 용덕면 운곡리
636911,경남,의령군,용덕면,이목리,,,,경남 의령군 용덕면 이목리
636912,경남,의령군,용덕면,정동리,,,,경남 의령군 용덕면 정동리
636911,경남,의령군,용덕면,죽전리,,,,경남 의령군 용덕면 죽전리
636910,경남,의령군,용덕면,,,,,경남 의령군 용덕면
636931,경남,의령군,유곡면,당동리,,,,경남 의령군 유곡면 당동리
636931,경남,의령군,유곡면,덕천리,,,,경남 의령군 유곡면 덕천리
636932,경남,의령군,유곡면,마두리,,,,경남 의령군 유곡면 마두리
636931,경남,의령군,유곡면,마장리,,,,경남 의령군 유곡면 마장리
636932,경남,의령군,유곡면,상곡리,,,,경남 의령군 유곡면 상곡리
636932,경남,의령군,유곡면,상촌리,,,,경남 의령군 유곡면 상촌리
636931,경남,의령군,유곡면,세간리,,,,경남 의령군 유곡면 세간리
636932,경남,의령군,유곡면,송산리,,,,경남 의령군 유곡면 송산리
636932,경남,의령군,유곡면,신촌리,,,,경남 의령군 유곡면 신촌리
636932,경남,의령군,유곡면,오목리,,,,경남 의령군 유곡면 오목리
636931,경남,의령군,유곡면,칠곡리,,,,경남 의령군 유곡면 칠곡리
636930,경남,의령군,유곡면,,,,,경남 의령군 유곡면
636801,경남,의령군,의령읍,대산리,,,,경남 의령군 의령읍 대산리
636802,경남,의령군,의령읍,동동리,,1~120,,경남 의령군 의령읍 동동리 1~120
636803,경남,의령군,의령읍,동동리,,700~2000,,경남 의령군 의령읍 동동리 700~2000
636803,경남,의령군,의령읍,동동리,,121~599,,경남 의령군 의령읍 동동리 121~599
636802,경남,의령군,의령읍,동동리,,600~699,,경남 의령군 의령읍 동동리 600~699
636801,경남,의령군,의령읍,만천리,,,,경남 의령군 의령읍 만천리
636804,경남,의령군,의령읍,무전리,,,,경남 의령군 의령읍 무전리
636804,경남,의령군,의령읍,상리,,,,경남 의령군 의령읍 상리
636805,경남,의령군,의령읍,서동리,,,,경남 의령군 의령읍 서동리
636801,경남,의령군,의령읍,정암리,,,,경남 의령군 의령읍 정암리
636805,경남,의령군,의령읍,중동리,,,,경남 의령군 의령읍 중동리
636804,경남,의령군,의령읍,중리,,,,경남 의령군 의령읍 중리
636804,경남,의령군,의령읍,하리,,,,경남 의령군 의령읍 하리
636800,경남,의령군,의령읍,,,,,경남 의령군 의령읍
636800,경남,의령군,의령읍,,,,의령우체국,경남 의령군 의령읍 의령우체국
636921,경남,의령군,정곡면,가현리,,,,경남 의령군 정곡면 가현리
636921,경남,의령군,정곡면,백곡리,,,,경남 의령군 정곡면 백곡리
636922,경남,의령군,정곡면,상촌리,,,,경남 의령군 정곡면 상촌리
636922,경남,의령군,정곡면,석곡리,,,,경남 의령군 정곡면 석곡리
636921,경남,의령군,정곡면,성황리,,,,경남 의령군 정곡면 성황리
636921,경남,의령군,정곡면,예둔리,,,,경남 의령군 정곡면 예둔리
636922,경남,의령군,정곡면,오방리,,,,경남 의령군 정곡면 오방리
636921,경남,의령군,정곡면,적곡리,,,,경남 의령군 정곡면 적곡리
636922,경남,의령군,정곡면,죽전리,,,,경남 의령군 정곡면 죽전리
636922,경남,의령군,정곡면,중교리,,,,경남 의령군 정곡면 중교리
636920,경남,의령군,정곡면,,,,,경남 의령군 정곡면
636981,경남,의령군,지정면,두곡리,,,,경남 의령군 지정면 두곡리
636982,경남,의령군,지정면,득소리,,,,경남 의령군 지정면 득소리
636982,경남,의령군,지정면,마산리,,,,경남 의령군 지정면 마산리
636982,경남,의령군,지정면,백야리,,,,경남 의령군 지정면 백야리
636982,경남,의령군,지정면,봉곡리,,,,경남 의령군 지정면 봉곡리
636982,경남,의령군,지정면,성당리,,,,경남 의령군 지정면 성당리
636981,경남,의령군,지정면,성산리,,,,경남 의령군 지정면 성산리
636981,경남,의령군,지정면,오천리,,,,경남 의령군 지정면 오천리
636981,경남,의령군,지정면,유곡리,,,,경남 의령군 지정면 유곡리
636982,경남,의령군,지정면,태부리,,,,경남 의령군 지정면 태부리
636980,경남,의령군,지정면,,,,,경남 의령군 지정면
636831,경남,의령군,칠곡면,내조리,,,,경남 의령군 칠곡면 내조리
636832,경남,의령군,칠곡면,도산리,,,,경남 의령군 칠곡면 도산리
636831,경남,의령군,칠곡면,산남리,,,,경남 의령군 칠곡면 산남리
636831,경남,의령군,칠곡면,산북리,,,,경남 의령군 칠곡면 산북리
636832,경남,의령군,칠곡면,신포리,,,,경남 의령군 칠곡면 신포리
636831,경남,의령군,칠곡면,외조리,,,,경남 의령군 칠곡면 외조리
636830,경남,의령군,칠곡면,,,,,경남 의령군 칠곡면
636811,경남,의령군,화정면,가수리,,,,경남 의령군 화정면 가수리
636811,경남,의령군,화정면,덕교리,,,,경남 의령군 화정면 덕교리
636812,경남,의령군,화정면,상이리,,,,경남 의령군 화정면 상이리
636812,경남,의령군,화정면,상일리,,,,경남 의령군 화정면 상일리
636811,경남,의령군,화정면,상정리,,,,경남 의령군 화정면 상정리
636811,경남,의령군,화정면,석천리,,,,경남 의령군 화정면 석천리
636812,경남,의령군,화정면,화양리,,,,경남 의령군 화정면 화양리
636810,경남,의령군,화정면,,,,,경남 의령군 화정면
660761,경남,진주시,가좌동,,,,주공1차 (101~103동),경남 진주시 가좌동 주공1차 (101~103동)
660750,경남,진주시,가좌동,,,,연암공업대학,경남 진주시 가좌동 연암공업대학
660728,경남,진주시,가좌동,,,,진주문화방송건물,경남 진주시 가좌동 진주문화방송건물
660701,경남,진주시,가좌동,,,,경상대학교,경남 진주시 가좌동 경상대학교
660300,경남,진주시,가좌동,,,,,경남 진주시 가좌동
660779,경남,진주시,가좌동,,,,주공그린빌아파트,경남 진주시 가좌동 주공그린빌아파트
660789,경남,진주시,가좌동,,,,주공3차아파트 (301~309동),경남 진주시 가좌동 주공3차아파트 (301~309동)
660761,경남,진주시,가좌동,,,,주공2차 (201~213동),경남 진주시 가좌동 주공2차 (201~213동)
660250,경남,진주시,강남동,,,,,경남 진주시 강남동
660720,경남,진주시,강남동,,,,알리안츠생명빌딩,경남 진주시 강남동 알리안츠생명빌딩
660240,경남,진주시,계동,,,,,경남 진주시 계동
660400,경남,진주시,귀곡동,,,,,경남 진주시 귀곡동
660831,경남,진주시,금곡면,가봉리,,,,경남 진주시 금곡면 가봉리
660831,경남,진주시,금곡면,검암리,,,,경남 진주시 금곡면 검암리
660831,경남,진주시,금곡면,동례리,,,,경남 진주시 금곡면 동례리
660832,경남,진주시,금곡면,두문리,,,,경남 진주시 금곡면 두문리
660832,경남,진주시,금곡면,성산리,,,,경남 진주시 금곡면 성산리
660833,경남,진주시,금곡면,송곡리,,,,경남 진주시 금곡면 송곡리
660833,경남,진주시,금곡면,인담리,,,,경남 진주시 금곡면 인담리
660833,경남,진주시,금곡면,정자리,,,,경남 진주시 금곡면 정자리
660832,경남,진주시,금곡면,죽곡리,,,,경남 진주시 금곡면 죽곡리
660830,경남,진주시,금곡면,,,,,경남 진주시 금곡면
660921,경남,진주시,금산면,가방리,,,,경남 진주시 금산면 가방리
660922,경남,진주시,금산면,갈전리,,,,경남 진주시 금산면 갈전리
660922,경남,진주시,금산면,속사리,,,,경남 진주시 금산면 속사리
660929,경남,진주시,금산면,속사리,,306,사서함,경남 진주시 금산면 속사리 사서함 306
660923,경남,진주시,금산면,송백리,,,,경남 진주시 금산면 송백리
660922,경남,진주시,금산면,용아리,,,,경남 진주시 금산면 용아리
660795,경남,진주시,금산면,장사리,,,진주금산두산위브아파트 (101~113동),경남 진주시 금산면 장사리 진주금산두산위브아파트 (101~113동)
660921,경남,진주시,금산면,장사리,,,,경남 진주시 금산면 장사리
660791,경남,진주시,금산면,장사리,,,금산아이파크아파트 (101~111동),경남 진주시 금산면 장사리 금산아이파크아파트 (101~111동)
660796,경남,진주시,금산면,장사리,,,흥한골든빌아파트,경남 진주시 금산면 장사리 흥한골든빌아파트
660793,경남,진주시,금산면,장사리,,,진주푸르지오2단지아파트 (201~205동),경남 진주시 금산면 장사리 진주푸르지오2단지아파트 (201~205동)
660792,경남,진주시,금산면,장사리,,,느티나무아파트,경남 진주시 금산면 장사리 느티나무아파트
660793,경남,진주시,금산면,장사리,,,진주푸르지오1단지아파트 (101~108동),경남 진주시 금산면 장사리 진주푸르지오1단지아파트 (101~108동)
660923,경남,진주시,금산면,중천리,,,,경남 진주시 금산면 중천리
660920,경남,진주시,금산면,,,,,경남 진주시 금산면
660003,경남,진주시,금산면,,,,진주우편집중국,경남 진주시 금산면 진주우편집중국
660030,경남,진주시,남성동,,,,,경남 진주시 남성동
660811,경남,진주시,내동면,내평리,,,,경남 진주시 내동면 내평리
660812,경남,진주시,내동면,독산리,,,,경남 진주시 내동면 독산리
660712,경남,진주시,내동면,독산리,,,남강휴먼빌아파트 (101~111동),경남 진주시 내동면 독산리 남강휴먼빌아파트 (101~111동)
660811,경남,진주시,내동면,삼계리,,,,경남 진주시 내동면 삼계리
660812,경남,진주시,내동면,신율리,,,,경남 진주시 내동면 신율리
660811,경남,진주시,내동면,유수리,,,,경남 진주시 내동면 유수리
660810,경남,진주시,내동면,,,,,경남 진주시 내동면
660911,경남,진주시,대곡면,가정리,,,,경남 진주시 대곡면 가정리
660912,경남,진주시,대곡면,광석리,,,,경남 진주시 대곡면 광석리
660913,경남,진주시,대곡면,단목리,,,,경남 진주시 대곡면 단목리
660911,경남,진주시,대곡면,대곡리,,,,경남 진주시 대곡면 대곡리
660911,경남,진주시,대곡면,덕곡리,,,,경남 진주시 대곡면 덕곡리
660911,경남,진주시,대곡면,마진리,,,,경남 진주시 대곡면 마진리
660912,경남,진주시,대곡면,설매리,,,,경남 진주시 대곡면 설매리
660913,경남,진주시,대곡면,와룡리,,,,경남 진주시 대곡면 와룡리
660912,경남,진주시,대곡면,용암리,,,,경남 진주시 대곡면 용암리
660913,경남,진주시,대곡면,월아리,,,,경남 진주시 대곡면 월아리
660912,경남,진주시,대곡면,월암리,,,,경남 진주시 대곡면 월암리
660913,경남,진주시,대곡면,유곡리,,,,경남 진주시 대곡면 유곡리
660910,경남,진주시,대곡면,,,,,경남 진주시 대곡면
660140,경남,진주시,대안동,,,,,경남 진주시 대안동
660961,경남,진주시,대평면,내촌리,,,,경남 진주시 대평면 내촌리
660961,경남,진주시,대평면,당촌리,,,,경남 진주시 대평면 당촌리
660962,경남,진주시,대평면,대평리,,,,경남 진주시 대평면 대평리
660961,경남,진주시,대평면,사평리,,,,경남 진주시 대평면 사평리
660961,경남,진주시,대평면,상촌리,,,,경남 진주시 대평면 상촌리
660962,경남,진주시,대평면,신풍리,,,,경남 진주시 대평면 신풍리
660962,경남,진주시,대평면,어은리,,,,경남 진주시 대평면 어은리
660962,경남,진주시,대평면,옥방리,,,,경남 진주시 대평면 옥방리
660961,경남,진주시,대평면,하촌리,,,,경남 진주시 대평면 하촌리
660960,경남,진주시,대평면,,,,,경남 진주시 대평면
660150,경남,진주시,동성동,,,,,경남 진주시 동성동
660762,경남,진주시,망경동,,,,망경한보아파트 (102~107동),경남 진주시 망경동 망경한보아파트 (102~107동)
660800,경남,진주시,망경동,,,1~44,,경남 진주시 망경동 1~44
660260,경남,진주시,망경동,,,,,경남 진주시 망경동
660800,경남,진주시,망경동,,,74~253,,경남 진주시 망경동 74~253
660801,경남,진주시,망경동,,,45~73,,경남 진주시 망경동 45~73
660801,경남,진주시,망경동,,,254~619,,경남 진주시 망경동 254~619
660951,경남,진주시,명석면,가화리,,,,경남 진주시 명석면 가화리
660952,경남,진주시,명석면,계원리,,,,경남 진주시 명석면 계원리
660953,경남,진주시,명석면,관지리,,,,경남 진주시 명석면 관지리
660952,경남,진주시,명석면,남성리,,,,경남 진주시 명석면 남성리
660952,경남,진주시,명석면,덕곡리,,,,경남 진주시 명석면 덕곡리
660952,경남,진주시,명석면,신기리,,,,경남 진주시 명석면 신기리
660951,경남,진주시,명석면,오미리,,,,경남 진주시 명석면 오미리
660953,경남,진주시,명석면,왕지리,,,,경남 진주시 명석면 왕지리
660951,경남,진주시,명석면,외율리,,,,경남 진주시 명석면 외율리
660951,경남,진주시,명석면,용산리,,,,경남 진주시 명석면 용산리
660953,경남,진주시,명석면,우수리,,,,경남 진주시 명석면 우수리
660950,경남,진주시,명석면,,,,,경남 진주시 명석면
660841,경남,진주시,문산읍,갈곡리,,,,경남 진주시 문산읍 갈곡리
660842,경남,진주시,문산읍,두산리,,,,경남 진주시 문산읍 두산리
660843,경남,진주시,문산읍,삼곡리,,1~700,,경남 진주시 문산읍 삼곡리 1~700
660844,경남,진주시,문산읍,삼곡리,,701~2000,,경남 진주시 문산읍 삼곡리 701~2000
660845,경남,진주시,문산읍,상문리,,,,경남 진주시 문산읍 상문리
660759,경남,진주시,문산읍,상문리,,,한국국제대학교,경남 진주시 문산읍 상문리 한국국제대학교
660845,경남,진주시,문산읍,소문리,,,,경남 진주시 문산읍 소문리
660841,경남,진주시,문산읍,안전리,,,,경남 진주시 문산읍 안전리
660842,경남,진주시,문산읍,옥산리,,,,경남 진주시 문산읍 옥산리
660841,경남,진주시,문산읍,이곡리,,,,경남 진주시 문산읍 이곡리
660840,경남,진주시,문산읍,,,,,경남 진주시 문산읍
660941,경남,진주시,미천면,미곡리,,,,경남 진주시 미천면 미곡리
660942,경남,진주시,미천면,반지리,,,,경남 진주시 미천면 반지리
660943,경남,진주시,미천면,벌당리,,,,경남 진주시 미천면 벌당리
660941,경남,진주시,미천면,상미리,,,,경남 진주시 미천면 상미리
660942,경남,진주시,미천면,안간리,,,,경남 진주시 미천면 안간리
660943,경남,진주시,미천면,어옥리,,,,경남 진주시 미천면 어옥리
660941,경남,진주시,미천면,오방리,,,,경남 진주시 미천면 오방리
660942,경남,진주시,미천면,향양리,,,,경남 진주시 미천면 향양리
660941,경남,진주시,미천면,효자리,,,,경남 진주시 미천면 효자리
660940,경남,진주시,미천면,,,,,경남 진주시 미천면
660160,경남,진주시,본성동,,,,,경남 진주시 본성동
660040,경남,진주시,봉곡동,,,,,경남 진주시 봉곡동
660220,경남,진주시,봉래동,,,,,경남 진주시 봉래동
660881,경남,진주시,사봉면,마성리,,,,경남 진주시 사봉면 마성리
660881,경남,진주시,사봉면,무촌리,,,,경남 진주시 사봉면 무촌리
660881,경남,진주시,사봉면,방촌리,,,,경남 진주시 사봉면 방촌리
660882,경남,진주시,사봉면,봉곡리,,,,경남 진주시 사봉면 봉곡리
660882,경남,진주시,사봉면,부계리,,,,경남 진주시 사봉면 부계리
660882,경남,진주시,사봉면,사곡리,,,,경남 진주시 사봉면 사곡리
660880,경남,진주시,사봉면,,,,,경남 진주시 사봉면
660805,경남,진주시,상대1동,,,205~246,,경남 진주시 상대1동 205~246
660805,경남,진주시,상대1동,,,299~300,,경남 진주시 상대1동 299~300
660808,경남,진주시,상대1동,,,332~890,,경남 진주시 상대1동 332~890
660808,경남,진주시,상대1동,,, 산1~5,,경남 진주시 상대1동 산1~5
660806,경남,진주시,상대1동,,,247~298,,경남 진주시 상대1동 247~298
660805,경남,진주시,상대1동,,,200~202,,경남 진주시 상대1동 200~202
660760,경남,진주시,상대1동,,,,진주시청,경남 진주시 상대1동 진주시청
660321,경남,진주시,상대1동,,,,,경남 진주시 상대1동
660704,경남,진주시,상대1동,,,,창원지방검찰청진주지청,경남 진주시 상대1동 창원지방검찰청진주지청
660703,경남,진주시,상대1동,,,,창원지방법원진주지원,경남 진주시 상대1동 창원지방법원진주지원
660763,경남,진주시,상대1동,,,,상대현대아파트,경남 진주시 상대1동 상대현대아파트
660721,경남,진주시,상대1동,,,,한보프라자,경남 진주시 상대1동 한보프라자
660764,경남,진주시,상대2동,,,,상대한보아파트,경남 진주시 상대2동 상대한보아파트
660322,경남,진주시,상대2동,,,,,경남 진주시 상대2동
660804,경남,진주시,상대2동,,,203~204,,경남 진주시 상대2동 203~204
660802,경남,진주시,상대2동,,,1~176,,경남 진주시 상대2동 1~176
